	Exp027703	Exp027705	Exp027706	Exp027710	Exp027718	Exp027719	Exp027720	Exp027723	Exp027727	Exp031328	Exp033151	Exp033884	Exp033885	Exp033892	Exp033897	Exp033899	Exp034539	Exp034558	Exp034561	Exp034562	Exp034566	Exp034568	Exp034955	Exp034956	Exp034957	Exp034958	Exp035076	Exp035077	Exp027707	Exp027709	Exp027711	Exp027713	Exp027716	Exp027721	Exp027722	Exp027724	Exp027728	Exp028551	Exp031327	Exp033040	Exp033042	Exp033043	Exp033044	Exp033045	Exp033294	Exp033298	Exp033883	Exp033886	Exp033887	Exp033888	Exp033889	Exp033893	Exp033895	Exp035078	Exp035079	Exp036989	Exp036990	Exp036992	Exp036993	Exp036994	Exp036995	Exp036996	Exp036997	Exp036998	Exp036999	Exp037000	Exp037001	Exp037002	Exp037003	Exp037004	Exp037005	Exp037007	Exp037009	Exp037010	Exp037011	Exp037012	Exp037016	Exp037018	Exp037020	Exp037021	Exp037022	Exp037023	Exp037024	Exp043648	Exp027725	Exp028546	Exp028547	Exp028548	Exp028550	Exp028837	Exp030426	Exp030909	Exp031239	Exp031241	Exp031330	Exp031332	Exp031333	Exp031334	Exp033003	Exp033005	Exp033041	Exp033047	Exp033048	Exp033049	Exp033148	Exp033149	Exp033150	Exp033295	Exp033296	Exp033297	Exp033299	Exp033301	Exp033303	Exp033880	Exp033881	Exp033890	Exp033891	Exp034526	Exp034527	Exp034528	Exp034529	Exp034530	Exp034531	Exp034532	Exp034533	Exp034540	Exp034541	Exp034542	Exp034552	Exp034560	Exp034563	Exp034565	Exp034952	Exp034954	Exp034966	Exp035060	Exp035061	Exp035062	Exp035066	Exp035067	Exp035080	Exp035081	Exp035083	Exp037006	Exp041345	Exp041346	Exp041347	Exp041348	Exp041349	Exp041351	Exp041353	Exp041354	Exp041355	Exp041357	Exp041358	Exp042805	Exp042811	Exp043639	Exp043641	Exp028839	Exp033002	Exp033152	Exp033302	Exp034567	Exp034961	Exp034962	Exp034964	Exp035063	Exp035064	Exp035065	Exp035069	Exp035070	Exp035071	Exp035072	Exp035073	Exp035074	Exp036991	Exp042803	Exp042810
HMGB1	9.4664	19.444	25.7712	7.8898	3.8947	3.3771	22.4223	3.1315	5.306	0.5568	3.4668	2.1801	1.8385	8.2475	23.7484	6.3484	11.1101	49.732	7.6798	26.6647	22.8792	25.7942	23.7295	14.7592	5.1325	30.4657	7.6401	8.1208	11.6474	13.0275	20.9274	44.2149	10.2749	7.3538	13.3699	12.7951	7.9968	19.7671	58.5142	2.2682	2.2469	2.8138	10.2648	15.7496	3.8209	5.1681	1.2531	3.8755	2.7867	2.6515	1.1768	4.0041	12.5902	8.0678	7.6773	20.1203	30.2104	33.1943	13.5633	18.078	24.5997	12.7796	13.0348	44.8815	8.7865	3.3248	25.4605	0.5319	9.0367	39.8804	5.6727	6.1529	5.3954	3.4941	36.9638	47.1895	7.7609	12.1099	6.5568	16.3741	6.0612	12.7448	29.0505	13.7389	58.8531	15.0169	10.0169	90.4515	187.0103	43.9232	52.2712	128.5414	28.7605	29.5237	22.8377	113.798	40.8685	31.2882	17.661	26.8145	18.2717	2.0465	13.5518	37.6029	16.7662	6.3402	30.4251	23.5443	32.9657	22.4623	92.7579	32.9772	75.3884	67.0239	40.3017	30.3075	38.5046	22.1587	60.1504	38.6474	30.0065	39.8234	77.3957	32.6556	31.4308	7.8495	14.6812	20.601	11.4261	38.6114	22.5267	35.1069	14.455	27.7882	4.7785	5.6596	25.2798	23.4052	1.6056	8.2814	154.9951	13.9787	5.736	59.6837	19.3169	13.8869	34.525	15.9167	35.5266	35.4416	65.6855	33.4314	14.7232	7.975	25.533	100.2749	30.8899	15.7518	42.9129	6.039	1.8738	0.4168	2.137	6.4277	13.3411	7.8739	25.1397	19.7768	7.3891	1.3349	2.3666	9.2879	24.3126	8.819	2.6111	19.5028	0.9497	1.9265	26.6162
RPL22	8.5138	62.6761	109.2099	3.4841	32.7877	5.3058	62.3924	7.5185	44.281	9.9702	92.7288	12.2107	15.1973	33.1043	32.3856	28.2366	39.3672	89.7759	14.3029	59.0802	46.3996	34.7701	70.0187	40.2104	43.9815	40.512	12.2254	35.0976	5.0435	3.9284	10.6432	17.1387	0.5818	8.4435	2.6725	3.505	2.2038	12.5792	6.3438	6.4774	2.631	2.0348	7.5818	18.1013	7.1926	2.1136	0.9016	1.0477	0.6358	3.254	0.7793	4.3574	4.6806	0.3687	3.0015	5.7121	4.59	2.5182	6.8157	2.6839	2.0271	2.608	5.8188	5.1602	1.3113	1.2193	3.8912	1.7685	1.3209	7.5029	3.0689	53.0095	2.6624	5.2875	8.1644	8.8528	2.8243	2.4777	1.6318	11.6476	10.4339	8.7752	14.748	5.0552	121.563	199.728	98.1884	73.8884	192.6184	51.5855	153.2437	201.6335	26.5891	17.5126	15.7199	49.0376	23.8961	19.6769	117.4486	87.9463	35.798	60.9931	76.3937	87.4392	303.3973	27.9381	48.5649	94.6933	41.5211	157.435	130.8901	102.3413	83.7984	58.5646	52.4609	67.5089	57.9676	163.3478	82.1352	97.2238	57.0101	58.4857	72.5915	50.0782	86.9917	146.249	107.7045	439.7152	71.8828	82.2294	71.4622	133.8772	416.0469	339.0793	69.9793	198.4202	118.1221	124.8325	19.9559	41.6662	77.0621	87.19	99.1583	73.8369	84.2741	98.8781	53.953	18.2693	51.9222	149.765	97.4141	130.4454	42.1695	19.4827	36.4549	45.2126	96.8519	49.6695	77.3876	16.5966	6.2513	5.8274	71.1732	15.7917	8.8798	19.5821	41.8525	58.5364	37.734	13.3044	1.5042	134.5864	61.0584	36.5746	3.2153	29.1091	16.8958	7.9	5.4996
CYTB	0	0	0	0.6026	0.9849	0	0.7767	0	1.1373	2.7465	0	0.96	1.2756	1.7403	1.0149	1.2932	1.5198	0.5567	0.5624	0.583	0.5585	0.6178	1.0807	0.4311	0.6108	1.5067	0.5684	0.5443	0.1127	0	0	0.0994	0.8859	0.8892	0	0.1929	0	0	0	3.8423	3.2224	0.7255	0.8227	1.8636	2.5833	1.9528	0.2123	0.7253	0.8747	1.3462	0.4895	2.6679	0.188	0.4098	2.7444	0	0	0	0	0	0.1509	0.6126	0	0	0.6435	0	0	1.9646	0.5092	0	0.8551	1.4403	0	1.0073	0.4441	0	1.053	1.2637	0.6358	0.9974	0.6286	0.8807	1.0486	0.6882	0	0	0	0	0	0	0	1.0852	2.0197	0.5035	1.4631	1.362	1.3633	1.7379	1.9427	0	2.1084	4.4419	0.7394	0.2871	0.6628	2.5216	5.1686	0	0	0	0.6555	1.4257	0	0.5217	0.6914	0.5322	0.3957	0.3132	0.3882	0.7508	0	0.6235	0.309	0.8043	0.9476	0	0.4242	0	1.0236	1.424	1.3956	2.092	0	0	0.6023	2.0856	2.2807	0.975	0.9602	0.6251	2.9094	0.6119	0	0.8154	0.8787	3.5693	0.3029	0.0797	3.0807	0.5184	0	0	0.4658	0	0.5224	3.4103	0	1.2381	0.9057	0	0.7907	0.3205	0.8992	0	0.7431	0	0.5631	0	1.2899	0.4447	0.3229	0	1.1386	1.2362	0.7757	0.506	0.6417	0	0.5128
SLC1A5	2.4128	0	0	2.2905	1.7427	0.8884	0.7984	9.7632	1.956	2.9389	0.433	0.6775	1.7308	1.2414	0.9318	1.7215	1.0946	1.2706	0.2843	1.2298	2.976	2.5192	4.2079	4.6606	7.5911	5.2035	2.4696	6.4898	1.1398	2.1717	1.555	6.4579	3.9641	3.6715	4.014	3.6885	2.5318	1.5861	3.12	7.7541	5.3523	6.1032	3.7696	3.5073	2.2633	2.4229	0.4506	2.783	3.2207	1.898	2.9992	1.094	2.7419	2.3419	6.6811	1.0262	0.916	0.9671	2.1794	1.0847	0.4233	0.9761	0.7575	4.1293	2.3987	0.1561	1.5255	3.6785	0.414	4.0619	0.9747	1.4703	1.1548	0.7637	1.8507	8.0657	2.0158	2.04	0.667	2.7759	6.2682	8.155	2.7952	2.8652	2.4916	0.5939	0.5682	1.5385	0.9807	2.003	0.8659	1.4636	0.1024	1.1297	1.691	1.3514	0.6597	1.7151	1.583	0.5677	1.4778	1.3198	3.1835	2.5241	2.629	0.3784	3.6488	1.1802	0.8999	1.7133	2.1884	1.5906	1.7012	2.8223	1.4041	1.3788	1.8531	0.8412	2.3999	2.7247	0.8278	1.7024	1.8775	0.1906	0.8623	0.6666	0.5134	0.4687	1.4879	3.1189	0.8857	0.6696	1.0296	0.8368	5.4191	3.1507	6.5229	3.185	0.2441	1.0387	1.9866	0.9862	0.673	3.0296	2.9681	3.5958	0.8695	0.7107	2.4477	1.1534	1.6963	1.5676	1.8926	0.0291	3.7469	2.7101	3.3359	2.326	2.653	0.1216	2.9057	2.2855	7.3643	4.1465	4.5354	9.0159	5.8776	5.3056	4.8578	1.4961	1.5216	5.57	2.0172	28.2487	3.6159	15.1471	1.5015	0.2852	1.5113
EXOSC10	0	0	0	0.2443	0.405	0	1.3251	0	0.6517	0.0911	0.0093	0	0.0417	0	0	0	0.0448	0.0485	0	0	0.1346	0.0591	0.1467	0.0353	0.676	0.0288	0.1117	0	0	0.0573	0.5858	1.3535	0.3518	0.196	0	0	0.1533	0.2858	0.7448	0.3255	0.1832	0	1.5511	0.1108	0.1801	0.0423	0	1.0599	0.0328	0.0652	0.014	0.0328	0.1247	0.0349	0.1482	0.013	0	0	0.0534	0.1048	0.0985	0.1374	0.0193	0.2038	0	0	0	0.0183	0.0975	0.0602	0	0.2158	0.144	0.5047	0.0549	0.084	0	0.166	0.0429	0	0.1112	0	0.1109	0.0353	0.6223	0	0.0135	0.0249	0	0.0209	0	0.0751	0	0.0186	0.0395	0.1318	0.1063	0	0	0	0.1331	0	0	0.0318	0	0	0	0	0	0	0.0113	0	0	0	0	0.0885	0.0299	0.0574	0.135	0.2775	0.7167	0.0621	0.0161	0	0.09	0	1.3281	0	0	0	0	0	0.1973	0	0	0	0	0.0581	0.0381	0	0.0247	0	0	0	0.4587	0	0.452	0.01	0	0.393	1.746	0.3004	0.1196	0	0.1629	0	4.8055	0.3385	0.2041	0	0	0	1.4709	0.7719	0.2359	0	0.1513	0.1718	0.1687	0	0.056	0.257	0.1178	0.1747	0.1694	0.03	0	0	0.0208
RAD50	0.5087	0.0411	0.0976	0.0229	0.7318	0.9784	0.4688	0.6593	0.1053	1.0911	0.3125	0.0373	0.056	0.13	0.2596	0.0278	0.2205	0.3176	0.119	0.3783	0.4444	0.2445	0.1324	0.1654	0.3617	0.0538	0.6378	0.0146	0.5038	0.446	0.0164	2.611	0.2572	0.2931	0.1266	0.3547	0.0995	0.3451	0.1125	0.1432	0.0312	0.0127	0.0142	0.0143	0.6138	0.1975	0.0393	0.1996	0.1171	0.1112	0.0454	0.17	0.1654	0.1275	0.0674	0.2126	0.0289	0	0.6327	0.3561	0.1338	0.2024	0.0734	0.2902	0.8131	0.4224	0.2215	0	0.2429	0.1222	0.0377	0	0.1835	0.8103	0.1753	0.0373	0.1296	1.1092	0.0555	0.1659	0.0745	0	0.2548	0.3791	0.464	0.11	0.2831	1.1657	0.0622	0.5425	0	0.3518	0	0.0122	0.2861	0.7834	0.4853	0.0758	0	0	0	0	0	0.0342	0	0.0742	0.0296	0.2276	0.1143	0	0.4271	0	0.1887	0.1572	0.2858	0.3614	0.5075	0.0627	0.8934	0.246	1.0047	0.93	0.1661	0.1384	0.2491	0.1013	0.025	0.1083	0.4947	0	0.2331	0	0	0	0	0	0	0	0.0128	0.0057	2.3912	0.1006	0	0	0.5239	0	0.7256	0.3038	0.4305	0.0307	1.4707	1.3239	0.39	0.0932	0.4591	1.1465	4.5854	0.5455	2.24	3.3697	0.4346	0	0	0.1866	0.4303	0	0.52	0.018	0.5319	0	0.0714	0.6596	0.1745	0.5008	0.0622	1.323	0.1174	1.02	0.7104
FIS1	0	0	0	0	0	0	0	0	0	0.5374	0	0.5781	1.1446	0.2221	0.6704	1.2618	2.0471	0.4984	0.1126	0.3222	0.6713	0.3894	0.8271	0.4931	0.8286	0.432	0.692	0.7237	0	0.072	0	5.9554	0	0	0	0	0	0	3.006	1.7977	1.5623	1.5494	2.7563	3.1325	1.323	1.8138	0.764	1.51	1.7307	3.1173	1.6848	0.3803	0.5555	2.0776	1.8612	1.7717	0.8406	1.7509	0	1.6947	1.1889	2.0663	1.4773	1.2192	0.9821	1.008	3.3377	1.0075	1.1731	2.2707	4.3284	2.8767	2.2688	2.5939	1.0972	3.7881	2.3948	3.1277	1.5726	4.3578	1.1814	1.3354	4.1842	1.6358	0	0.6145	0	0	0	0	2.6729	0.7782	1.7523	0.3891	0.562	3.2715	4.1238	3.0266	0	0	2.8728	1.5641	0.7476	1.8833	0.3833	1.1822	0.9594	0	0.1871	1.0614	0.6758	0.9104	2.1754	2.4616	1.2667	0.7361	1.0613	0	0.9747	0.7311	1.0059	0.789	0.1324	1.8527	1.2111	0	0	8.877	0	0.2144	0.4028	0.2886	0	0	0.6724	1.3461	1.642	2.1119	1.3791	1.1244	6.3089	0	0	4.4532	1.2725	0.8633	0.2875	0.2533	0.6076	0	1.0731	0	0.2971	0.1603	1.1667	0	0	2.3185	3.2317	0	1.623	1.7538	1.3704	0.2756	2.3248	0.366	1.915	6.0776	1.7033	1.1769	1.681	1.8954	1.6618	1.4763	1.4315	1.1779	2.2639	3.2358	1.6425
SART3	0.9029	0.8013	1.8475	1.4136	0.4117	0.593	2.4874	0.4546	0.7569	0.4318	1.0064	0.1935	0.5462	0.8811	0.7623	0.4202	1.2839	0.6502	0.111	0.8388	0.4688	0.4416	0.4655	0.7381	0.4314	0.3327	1.2821	0.4583	0	0.066	0.1169	0.0631	0.1354	1.0312	0.1606	0.248	0.1517	0.2357	0.0063	0.2451	0.405	0.266	0.8258	0	0.6977	0.4716	0.0769	0.4753	0.5501	0.2725	0.1966	0.5582	0.2108	0.1331	0.3667	0.0482	0	0.021	1.5169	0.5716	0	1.0851	0.8305	0	1.155	0.8752	0.0388	0.2315	0.958	0.0382	0.0861	0.4342	1.2214	1.1117	1.031	0.2262	0.2417	1.5197	0.774	1.0896	0.4516	0.217	0.0521	0.0923	2.3745	0.4531	0.5292	0.895	0.396	0.4542	0.3217	1.5793	0.1194	0.3945	0.9536	1.5	0.739	0.7855	0.1074	0.0822	0.3933	0	0.2995	0.4352	0.4188	0.1658	0.3249	0.5384	2.2692	0.0975	0.6302	0.2633	0.6695	0.6394	1.3928	0.6892	1.2829	0.6405	1.9725	1.7434	1.8181	1.1269	1.121	1.7217	0.7151	0.0641	0.1944	0.2004	0.617	0.2959	0.5039	0.4331	0.3017	0.146	0.0279	0.0607	0.5577	0.2521	0.203	0.1672	1.2311	0.1916	0.1365	0.2328	0.2961	0.2995	0.4265	0.3529	0.35	0.2664	0.5211	0.4166	0.384	0.0426	0.4208	1.8167	0.989	0.8661	0.778	0.6679	0.2328	0.2536	0.33	0.482	0.6757	0.4726	0.7268	1.1627	0.6476	0.1596	0.0543	0.8677	1.2596	2.106	0.2156	0.5576	0.2702	0.8414	0.6198
APOA1	51.7421	9.9551	40.1249	91.6739	34.8297	32.7576	28.17	25.5838	11.7037	64.7824	102.8808	35.5562	197.6303	86.6263	70.2645	21.6042	41.9382	61.7632	15.1662	61.9705	135.787	149.3347	143.7718	113.4881	170.731	62.162	219.9082	193.3	60.4401	34.2295	111.2806	80.0391	66.6033	48.9039	51.2098	118.2974	54.0932	127.9902	133.0919	81.2692	41.6162	25.6028	60.5303	117.939	54.1147	137.109	40.4831	266.0939	223.1724	137.0552	231.3703	219.9317	183.8859	53.6302	70.576	81.3602	126.3842	150.3014	76.8022	93.0259	356.2699	222.7805	590.0473	107.0516	477.555	730.3637	124.5097	68.3032	873.0116	131.0844	59.2681	45.1548	32.4294	38.9089	132.6096	82.2052	109.043	117.4281	28.807	51.171	43.2613	28.4263	39.189	128.3376	21.6174	53.4822	17.1149	92.6928	302.1369	49.0779	136.9536	56.9421	22.5589	15.9503	30.5793	21.747	28.4928	59.2156	50.4211	25.2433	30.8933	98.2186	23.3575	26.9125	39.9593	18.4902	89.4082	73.786	58.8266	67.6006	74.1706	37.5085	52.6197	33.9549	53.0757	84.9046	57.5647	81.9333	108.6411	74.2344	51.2661	129.4747	40.3643	133.896	83.2125	4.1554	52.7908	93.0548	94.5105	38.7248	25.8838	36.8156	19.4135	52.4308	68.7765	57.4088	39.1834	54.4665	69.7811	25.4364	30.6344	44.8294	22.3186	55.1324	48.7937	46.3111	86.4887	99.6599	56.396	29.031	44.674	37.721	47.2405	26.262	27.9904	54.5644	22.3315	45.5865	23.1154	117.2971	22.6011	95.828	26.4717	48.0393	103.362	220.6286	63.8966	55.3428	98.0822	68.8554	46.2418	20.9233	31.1618	35.9676	113.5097	123.4786	189.0876	428.7185	190.539
PRKAA1	0.3843	1.1831	0.6344	0.1281	0.0487	0.0595	0.9992	0	0.9146	0.2502	0.4486	0.2244	0.4877	1.2522	4.2816	9.8487	2.6744	0.7339	0.502	1.7742	3.2042	1.732	0.6551	1.1037	1.4782	1.9237	0.1494	0.6845	0.2535	0.0606	0	0.3686	0.1006	0	0	0.1954	0	0	0.0305	1.2231	0.3076	0	0.026	0.4477	0.2562	0.4253	0.1511	0.1437	0.3029	0.4404	0.0723	0	0.0938	0	0	0.5045	0	0.6405	0.3514	1.344	0.455	0	0	0	0	0	0.6584	1.1383	0	0	2.4906	2.4267	0	0.7082	0.1291	0	0.4817	0	0	0.1183	0.4417	0.0853	0.0814	0	0.5937	0	0.223	0.8736	0.1847	1.382	0.1611	2.1079	0.1189	0	0.2301	3.0051	0.4403	0.3812	0	0.4507	0.669	1.5345	0.7798	1.9458	0.7997	1.0335	0.6732	0.1425	0.2361	0	2.3119	0	5.2268	0.445	1.0162	2.0121	1.7641	0.5662	2.1138	1.018	1.939	0.8931	0.7567	1.8092	0.2057	0	0.7693	0.0903	0.2655	0.5738	0.8018	0.5694	0.232	0.3306	0.6153	4.7991	4.431	2.2443	0.4521	0.199	0.8475	0.5617	0.1108	0.4252	0.8322	0.5172	1.196	0.1091	1.1034	0	0	0.2898	0.2148	0	0.4715	0.3909	2.3177	0.9941	1.0557	0.3727	0	0.4972	0.7681	0.7152	0.4697	0.8304	2.5693	1.0326	0.949	0	0	1.0092	0.7294	0.823	0.0981	0.1992	1.2522	13.3812	0.3366
MBD2	0.7886	0.2822	0.4234	0.3427	1.0267	0.5053	1.9303	1.2832	1.544	0.4859	0.5119	0.0193	0.2644	1.1811	0.1352	0	0.6699	0.1448	0.2162	0.1383	1.1322	0.874	1.1403	0	0	0	2.2041	0.2916	0	0.6457	0	1.8053	1.7569	0.9121	0.3047	0.8469	0.7927	0.922	0.6584	0.7292	0.6387	0.1447	0.91	0.5762	1.1535	0.4104	0.0812	0.1373	0.4997	0.5382	0.0534	0.5745	0.2127	0	0.393	1.0948	1.8668	1.2786	1.2586	1.1599	1.3188	0.6436	1.3879	1.0343	1.8537	1.0295	0.5466	0.4798	1.9455	1.7584	1.5461	0.1846	1.7307	0.9922	1.6525	0.9685	0.4038	0	0.481	0	0.4333	0.9532	1.6128	0.6005	0.0847	0	0.3474	0.1492	0	0.4999	0	1.1048	0.0528	0.0687	0.1502	0.2665	0.1455	0.6339	0.0455	0	0	0	0.3508	0.6699	0.7174	0	1.7324	0.5243	0.3817	0	0.8166	0.8321	2.2916	0.1236	0.1673	0.2131	0.0175	0.9963	0.5264	1.1952	0.3216	0.3081	1.184	0	0.3514	0	1.6891	0.2827	0	1.3513	0.226	0.0781	0	0	0.1581	0.145	0.4614	0.3331	0	0.0819	0.1178	0.8662	0.3224	0.0866	0.4917	1.6934	1.078	0	0	1.3472	0.4245	0.2957	0.5409	0.0816	0.6289	0	0.9642	2.2205	0.5226	0.2355	0.2797	0.2646	1.309	0.3024	0.2936	0.5342	0.3859	3.8205	1.2636	0	0.2979	0.1978	0	0.2244	0.1507	0.8774	0.7343	1.0786	1.0741
HNRNPH3	2.9832	8.5931	5.3057	10.2532	1.4115	3.0613	2.4088	9.0384	3.2416	5.9297	4.8754	1.0688	1.9415	2.1824	4.2488	4.8268	3.7764	4.8819	4.2442	5.6503	8.0766	7.107	40.2617	39.1479	46.7606	26.6021	3.845	3.8713	13.1073	14.0486	26.2251	28.4588	17.855	7.4416	10.7622	28.4672	17.4823	34.5964	19.024	9.3552	8.7817	7.5535	26.3824	15.5219	14.1498	5.6305	3.4795	3.9489	5.9288	7.4625	5.6124	9.9135	6.1734	5.3763	8.3914	18.675	21.0982	14.938	79.4795	32.7011	8.5478	10.418	21.8969	17.9137	21.4899	12.0378	14.4095	6.4624	15.6623	27.4676	12.1218	5.0918	9.5609	6.2966	11.3379	12.585	4.1699	7.0344	4.6498	16.5162	7.5286	9.6498	12.4186	12.8996	14.549	31.3511	8.2571	16.8177	5.6379	6.3636	5.7333	12.6425	8.159	8.1671	11.7408	12.0007	16.676	13.2814	7.5374	21.0339	8.105	3.4699	9.8784	15.1378	14.2333	4.6915	8.2603	10.5948	7.3478	9.8275	8.9691	9.8932	15.7517	9.5988	9.0942	5.9008	3.2915	28.1479	4.3518	10.099	5.7156	9.2368	8.4431	6.7699	4.2679	3.834	11.034	3.7102	3.732	5.9014	2.7959	12.7674	36.0503	9.3447	16.6025	18.5237	32.0303	9.6019	5.8929	8.8707	8.4738	5.5103	6.9958	6.6855	13.588	15.8213	5.8242	4.1553	13.0837	3.1891	6.2519	4.7386	2.2839	1.3864	3.3233	3.0364	8.8493	7.86	6.5197	3.0656	4.0253	11.9849	20.129	10.5712	27.3333	22.8939	13.5474	23.9987	14.1844	4.1166	6.2672	26.482	8.3858	109.7941	6.6363	38.6457	8.4758	1.2991	4.9991
SPTAN1	13.4064	17.1788	21.7635	17.9041	5.0372	15.4142	13.9505	14.5755	19.3813	9.0183	16.2004	1.3522	3.1933	4.8743	6.9104	5.4812	7.8583	5.1901	2.2508	9.4971	5.3872	8.5248	5.6824	11.4218	9.5079	7.7071	13.7879	7.0115	7.919	12.742	16.5524	20.7464	21.6566	12.4746	10.677	23.7622	6.6002	5.2599	12.126	4.4863	3.5632	2.085	4.5123	4.3162	4.3263	12.5088	4.0287	6.946	8.0434	10.5202	3.907	7.5593	10.0685	5.348	4.8482	3.7124	4.6738	4.7399	19.7928	5.9067	6.0555	5.2825	7.6954	8.0216	7.2802	3.8719	5.6224	5.1703	8.841	8.2299	6.2206	6.0756	12.7515	7.9792	6.2293	6.0693	5.1855	11.6566	6.2149	5.0441	6.2303	3.5557	4.353	9.7562	26.2422	20.4965	3.445	12.8619	9.8068	13.844	11.3482	10.8783	1.7814	1.8152	4.4625	7.4447	4.282	7.2446	3.2476	3.6875	1.1424	0.9558	1.5379	3.8727	4.471	1.1411	3.9958	2.5197	2.9364	3.7262	5.1171	3.0899	9.1275	6.9974	6.0288	7.8936	5.0037	8.1699	7.2078	6.0585	6.6642	7.1438	6.8102	5.4958	7.8413	1.8357	4.3617	4.604	7.4964	2.4662	4.3097	2.8507	9.1041	3.8557	2.5335	1.648	2.942	2.5962	2.496	0.9622	8.876	5.3109	2.1446	2.7576	8.4759	7.8808	11.9831	7.1271	6.0053	8.4933	9.3447	11.8623	7.1725	2.3349	6.7118	6.6337	7.822	10.4933	9.2153	4.33	2.5468	3.3141	2.4224	5.3536	11.0409	8.5545	4.8991	5.4626	6.2975	1.88	2.1702	5.8858	6.2077	8.9493	3.6767	9.5988	5.5997	17.7461	9.4751
DHX15	6.2976	5.7085	23.859	12.0827	3.2473	2.3581	9.6003	4.5309	16.4696	2.7307	15.0682	2.6099	3.4047	7.8593	6.1615	4.9769	4.3409	5.234	2.3833	4.8795	9.9934	6.022	7.9508	9.5685	6.5759	7.8861	6.3951	3.7278	1.2724	2.5825	5.4311	5.494	4.6024	2.1813	4.4947	8.3075	2.606	2.7649	6.1285	8.081	6.1841	3.8347	4.4193	4.2382	5.1329	4.2617	1.7577	5.4888	3.3655	2.6124	1.5858	6.9847	1.9968	3.623	6.6048	2.9427	0.9729	2.6834	7.3373	3.0852	1.3943	3.8841	3.4888	2.0494	3.9014	1.9229	2.4994	3.7562	2.2002	1.9991	3.0597	5.1861	7.1898	9.1454	4.2395	3.83	2.0482	3.9366	3.8096	4.5147	5.0011	5.7726	2.7597	3.6657	18.919	3.2883	8.4845	13.8751	5.4079	10.8512	4.8389	7.2291	1.7925	4.0867	4.9257	8.7864	10.0381	5.1963	3.0444	4.2103	5.3865	0.7019	5.0897	6.4319	3.3601	1.9146	8.73	5.6696	5.795	4.9462	7.4205	4.9257	8.3252	4.6847	5.3114	5.4954	4.1269	10.3713	6.0479	8.0255	8.5687	5.4051	5.3072	8.1843	5.6548	2.3728	7.6623	4.7366	10.5628	5.1277	5.2443	5.2516	2.9827	3.8586	4.4143	2.5478	9.8551	5.5038	2.301	2.7681	8.7744	3.0858	1.6408	3.8942	4.7175	5.0878	5.7937	2.4975	6.6562	4.2228	7.4458	10.5664	7.2687	1.2908	5.4268	8.8379	8.1255	6.1836	7.5705	1.7016	2.5669	4.4613	7.6188	11.6217	6.6574	6.2442	5.7767	6.7575	5.2536	1.6711	3.1829	8.0246	2.8311	8.0996	3.2301	10.1065	3.0721	3.2502	3.5189
EXOC5	0.1387	0	0	0	0.0952	0	0	0	0.1728	0	1.1999	0.1507	0	0	0	0.2209	0	0.1476	0	0	0.0918	0.4504	0.2388	0.2318	0	0	0.0743	0	0	0	0	0.2625	0	0	0.1638	0	0	0	0.2379	0.114	0.0392	0.0166	0.0836	0	0	0.0101	0.0178	0.0288	0.1516	0.5595	0.0093	0	0.0371	0.062	0.0905	0	0	0	0	0.0734	0	0	0	0	0	0.0147	0.0349	0.0238	0	0	0.0201	0.1767	0.2143	0.0355	0.1465	0	0.0358	0	0	0	0	0.0274	0	0.5416	0	0	0	0	0	0	0.1509	0.1324	0	0.0068	0	0	0	0	0	0	0	0	0	0.5129	0	0.0151	0	0	0.2746	0	0	0	0	0	0	0.4549	0.2844	0	0.1952	2.9405	2.9189	0.2338	0.3757	0	0	0	0	0.0451	0.4104	0	0	0	0.062	0.1239	0	0	0	0.0684	0.122	0	0.077	0.5281	0	0.114	0	0	0.1383	1.9128	0.0404	0.2323	0.1323	0.4988	1.098	0.0146	4.8062	0.0456	2.6754	0.3842	0.087	0	0	0	0	0.0371	0	0.2497	0	0.1072	0.0211	0.0453	0.0185	0.3205	4.5754	0.6726	0.1855	0.2293	0	0.2017	0
